category,risk,record,tweakdb_id,entity_template,default_appearance,crowd_appearances,all_appearances,multiplayer_templates,character_type,affiliation,reaction_preset,archetype_data,archetype_name,genders,tags,visual_tags,is_crowd,is_light_crowd,is_child,is_bumpable,can_have_generic_talk,force_generic_talk,default_equipment,primary_equipment,secondary_equipment,quest,vendor,driving,state_machine,voice_tag,source
"civilian","candidate","Character.scrappers_grunt1_melee1_fists_wa","0x0000002A242DDD92","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_melee1_fists_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_melee1_fists_wa_inline2","Character.scrappers_grunt1_melee1_fists_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.scrappers_grunt1_melee1_pipewrench_wa","0x0000002F1E683F56","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_melee1_pipewrench_wa_inline4","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_melee1_pipewrench_wa_inline0","Character.scrappers_grunt1_melee1_pipewrench_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.scrappers_grunt1_ranged1_nova_wa","0x0000002AC1714AF9","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_ranged1_nova_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_ranged1_nova_wa_inline2","Character.scrappers_grunt1_ranged1_nova_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.scrappers_grunt1_ranged1_pulsar_wa","0x0000002C4B967554","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_ranged1_pulsar_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_ranged1_pulsar_wa_inline2","Character.scrappers_grunt1_ranged1_pulsar_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.scrappers_grunt1_ranged1_slaughtomatic_wa","0x00000033660BB6FB","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_ranged1_slaughtomatic_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_ranged1_slaughtomatic_wa_inline2","Character.scrappers_grunt1_ranged1_slaughtomatic_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.scrappers_ranged2_ajax_wa","0x00000023C95C71A7","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_ranged2_ajax_wa_inline4","humanoid","","","Generic;Grunt;Lvl2",false,false,false,true,true,false,"","Character.scrappers_ranged2_ajax_wa_inline0","Character.scrappers_ranged2_ajax_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.scrappers_ranged2_copperhead_wa","0x00000029F9FFBB32","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_ranged2_copperhead_wa_inline4","humanoid","","","Generic;Grunt;Lvl2",false,false,false,true,true,false,"","Character.scrappers_ranged2_copperhead_wa_inline0","Character.scrappers_ranged2_copperhead_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_grunt1_melee1_fists_wa","0x0000002EC8B200E7","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_melee1_fists_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_melee1_fists_wa_inline2","Character.scrappers_grunt1_melee1_fists_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_grunt1_melee1_pipewrench_wa","0x00000033FFE07280","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_melee1_pipewrench_wa_inline4","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_melee1_pipewrench_wa_inline0","Character.scrappers_grunt1_melee1_pipewrench_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_grunt1_ranged1_nova_wa","0x0000002E2DEE978C","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_ranged1_nova_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_ranged1_nova_wa_inline2","Character.scrappers_grunt1_ranged1_nova_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_grunt1_ranged1_pulsar_wa","0x00000030E1BCBA11","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_ranged1_pulsar_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_ranged1_pulsar_wa_inline2","Character.scrappers_grunt1_ranged1_pulsar_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_grunt1_ranged1_slaughtomatic_wa","0x0000003739218E80","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_grunt1_ranged1_slaughtomatic_wa_inline0","humanoid","","","Generic;Grunt;Lvl1",false,false,false,true,true,false,"","Character.scrappers_grunt1_ranged1_slaughtomatic_wa_inline2","Character.scrappers_grunt1_ranged1_slaughtomatic_wa_inline4","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_ranged2_ajax_wa","0x0000002707BA3400","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_ranged2_ajax_wa_inline4","humanoid","","","Generic;Grunt;Lvl2",false,false,false,true,true,false,"","Character.scrappers_ranged2_ajax_wa_inline0","Character.scrappers_ranged2_ajax_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.sta_scrappers_ranged2_copperhead_wa","0x0000002D05D0E8F3","ep1\characters\entities\citizen\citizen_ep1_scrapper_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","Character.scrappers_ranged2_copperhead_wa_inline4","humanoid","","","Generic;Grunt;Lvl2",false,false,false,true,true,false,"","Character.scrappers_ranged2_copperhead_wa_inline0","Character.scrappers_ranged2_copperhead_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_corporat_melee1_ma","0x0000002A2F0EC3E6","ep1\characters\entities\corpo\corpo__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericMeleeT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_melee1_ma_inline0","Character.civilianguard_corporat_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_corporat_ranged1_ma","0x0000002B5F52D489","ep1\characters\entities\corpo\corpo__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_ranged1_ma_inline0","Character.civilianguard_corporat_ranged1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sa_ep1_courier_loop_enemies_civilianguard_corporat_melee1_ma","0x000000463EA10079","ep1\characters\entities\corpo\corpo__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericMeleeT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_melee1_ma_inline0","Character.civilianguard_corporat_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sa_ep1_courier_loop_enemies_civilianguard_corporat_ranged1_ma","0x000000473FF3F59F","ep1\characters\entities\corpo\corpo__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_ranged1_ma_inline0","Character.civilianguard_corporat_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_std_rcr_01_wroker","0x0000001FEE106777","ep1\characters\entities\corpo\corpo__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_ranged1_ma_inline0","Character.civilianguard_corporat_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_corporat_ranged1_wa","0x0000002BEF7F2E52","ep1\characters\entities\corpo\corpo__ep1_civilianguard_wa.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_ranged1_wa_inline0","Character.civilianguard_corporat_ranged1_wa_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.jpn_02_worker_f","0x0000001970E129FB","ep1\characters\entities\corpo\corpo__ep1_civilianguard_wa.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_ranged1_wa_inline0","Character.civilianguard_corporat_ranged1_wa_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sa_ep1_courier_loop_enemies_civilianguard_corporat_ranged1_wa","0x000000478FDE0F44","ep1\characters\entities\corpo\corpo__ep1_civilianguard_wa.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_corporat_ranged1_wa_inline0","Character.civilianguard_corporat_ranged1_wa_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.arr_civilianguard_service_worker_melee1_ma","0x000000341AC9A5E4","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.arr_civilianguard_service_worker_ranged1_ma","0x00000035B16972C3","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_municipial_worker_melee1_ma","0x00000033CF4E4115","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericMeleeT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_melee1_ma_inline0","Character.civilianguard_municipial_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_municipial_worker_ranged1_ma","0x000000347B0637AD","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_ranged1_ma_inline0","Character.civilianguard_municipial_worker_ranged1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_service_worker_melee1_ma","0x000000303C15E6C8","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.civilianguard_service_worker_ranged1_ma","0x000000318397C263","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.ep1_stadium_civilianguard_non_reaction_ma","0x00000033CBA558B2","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.NoReaction","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.ina_04_bad_technician","0x0000001F550EC555","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Militech","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_ranged1_ma_inline0","Character.civilianguard_municipial_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.ina_11_technician_1","0x0000001DC7BA6A75","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.ina_11_technician_2","0x0000001D5EB33BCF","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.lch_civilianguard_service_worker_melee1_ma","0x00000034E29404B1","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.ma_std_arr_03_civilian","0x00000020362F0B88","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.SixthStreet","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.ma_std_arr_11_worker","0x0000001E681BBA3F","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Arasaka","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_ranged1_ma_inline0","Character.civilianguard_municipial_worker_ranged1_ma_inline2","NPCQuestAffiliation.MinorActivity","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.nok_civilianguard_service_worker_melee1_ma","0x000000346AEE69AE","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.nok_civilianguard_service_worker_ranged1_ma","0x000000352710FD81","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sa_ep1_courier_outro_civilianguard_municipial_worker_melee1_ma","0x00000048462EF0D3","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Arasaka","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericMeleeT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_melee1_ma_inline0","Character.civilianguard_municipial_worker_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sa_ep1_courier_outro_civilianguard_municipial_worker_ranged1_ma","0x0000004909883099","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Arasaka","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_ranged1_ma_inline0","Character.civilianguard_municipial_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_cct_cpz_01_workers","0x00000020F9829FC5","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_hey_rey_02_worker","0x0000001FC478516A","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Valentinos","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericMeleeT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_pac_wwd_05_worker","0x0000001F50CE69F2","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_std_arr_01_drug_producer","0x0000002684590ECC","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_ranged1_ma_inline0","Character.civilianguard_municipial_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_std_arr_03_worker","0x0000001F0846D7FC","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_std_arr_03_worker_named","0x0000002512310C69","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.UnaffiliatedCorpo","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_wat_kab_102_worker_Rick","0x00000025F21A4125","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericMeleeT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_municipial_worker_melee1_ma_inline0","Character.civilianguard_municipial_worker_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_wat_kab_102_workers","0x000000211AE02C9C","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_ranged1_ma_inline0","Character.civilianguard_service_worker_ranged1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.sts_wat_lch_03_workers","0x000000209939A11B","ep1\characters\entities\gang\gang__ep1_civilianguard_ma.ent","None","","None","","NPCType.Human","Factions.TygerClaws","ReactionPresets.Ganger_Aggressive","ArchetypeData.GenericRangedT1","humanoid","","","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","NPCQuestAffiliation.StreetStory","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.impulse_dancer","0x0000001836F10EB5","ep1\media\impulse\characters\impulse_crowd_wa.ent","None","","None","","NPCType.Human","Factions.Private_Press","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","NPCQuestAffiliation.MinorQuest","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.cbj_ep1_009_civilian","0x0000001E833E4E9F","ep1\openworld\sandbox_activities\cyberjunkies\cbj_ep1_09\cbj_ep1_09_civilian.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.Civilian_Neutral","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.q301_way_to_crashsite_civilian_wa","0x0000002B3A41749C","ep1\quest\main_quests\q301\characters\q301_wtc_citizen_wa.ent","None","","None","","NPCType.Human","Factions.Unaffiliated","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.q303_kurtz_guard_ma_crowd","0x000000233ADFAF2F","ep1\quest\main_quests\q303\characters\q303_kurtz_guard_ma.ent","None","","None","","NPCType.Human","Factions.Barghest","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.q303_kurtz_guard_wa_crowd","0x00000023D7A482CC","ep1\quest\main_quests\q303\characters\q303_kurtz_guard_wa.ent","None","","None","","NPCType.Human","Factions.Barghest","ReactionPresets.NoReaction","","humanoid","","Invulnerable","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.q306_orbital_air_civilian","0x000000233A91A546","ep1\quest\main_quests\q306\characters\q306_corpbud_ma.ent","None","","None","","NPCType.Human","Factions.Corpbud","ReactionPresets.Civilian_Grabbable","","humanoid","","DoNotTriggerPrevention","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","","","","None","None","tweakdb_ep1.bin"
"civilian","unsafe_quest_or_scene","Character.q306_orbital_air_civilian_scene","0x000000291E871C56","ep1\quest\main_quests\q306\characters\q306_corpbud_ma.ent","None","","None","","NPCType.Human","Factions.Corpbud","ReactionPresets.NoReaction","ArchetypeData.GenericRangedT1","humanoid","","DoNotTriggerPrevention","Security",false,false,false,true,true,false,"","Character.civilianguard_service_worker_melee1_ma_inline0","Character.civilianguard_service_worker_melee1_ma_inline2","NPCQuestAffiliation.MainQuest","","","None","None","tweakdb_ep1.bin"
"civilian","candidate","Character.q307_tunnel_citizen_ma","0x0000002065FA3915","ep1\quest\main_quests\q307\characters\q307_ent_tunnel_citizen_ma.ent","None","","None","","NPCType.Human","Factions.Civilian","ReactionPresets.NoReaction","","humanoid","","","",false,false,false,false,true,false,"","","","","","","None","None","tweakdb_ep1.bin"
